,Tweets
543,"صدر اردگان، وزیراعظم مہاتیر محمد اور میں نے آج ملاقات کی اور فیصلہ کیا کہ ہم تینوں ممالک ملکر ایک ایسا انگریزی چینل شروع کریں گے جو ""اسلاموفوبیا"" سے جنم لینے والے چیلنجز کے مقابلے اور ہمارے عظیم مذہب ""اسلام"" کے حقیقی تشخص کو اجاگر کرنے کیلئے مختص ہوگا۔"
544,Misperceptions which bring people together against Muslims would be corrected; issue of blasphemy would be properly contextualized; series &amp; films would be produced on Muslim history to educate/inform our own people &amp; the world; Muslims would be given a dedicated media presence.
545,"President Erdogan, PM Mahatir and myself had a meeting today in which we decided our 3 countries would jointly start an English language channel dedicated to confronting the challenges posed by Islamophobia and setting the record straight on our great religion - Islam."
546,میں جناب اردگان کے اس بیان کو کہ جنوبی ایشیاء کے استحکام و خوشحالی کو مسئلہ کشمیر سے جدا نہیں کیا جاسکتا، نہایت قدرکی نگاہ سے دیکھتا ہوں۔
547,اقوام متحدہ کی جنرل اسمبلی میں مقبوضہ جموں وکشمیر کامسئلہ اٹھانے اور اس دیرینہ تنازعے کے حل کی ضرورت پر زور دینے پر میں ترک صدر جناب اردگان کا مشکور ہوں۔کشمیر کے محاصرے کا حوالے دیتےہوئےانہوں نے نشاندہی کی اقوام متحدہ کی قراردادوں کے باوجود 80 لاکھ لوگ مقبوضہ کشمیر میں محصور ہیں۔
548,زلزلے اور اسکے نتیجے میں قیمتی جانوں کے ضیاع کا جان کر دل نہایت مغموم ہے۔ میں متاثرین کے اہل خانہ سے اظہار تعزیت کرتا ہوں اور زخمیوں کی جلد شفایابی کیلئے دعا گو ہوں۔ نقصانات کے تخمینے اور متاثرین کیلئے فوری اور تیز امداد یقینی بنانے کیلئے میں اپنی حکومت کو بھی ہدایات دے چکا ہوں۔
549,I appreciate President Erdogan's statement that the stability and prosperity of South Asia cannot be separated from the Kashmir issue.
550,"I thank Turkey’s President Erdogan for raising the issue of IOJK in the UN General Assembly &amp; calling for a solution to this long-standing dispute. Referring to the siege of IOJK, he pointed out that despite UN resolutions, 8 million people are stuck in IOJK."
551,Saddened to learn of the earthquake and the loss of precious lives. My condolences go to the families of the victims &amp; prayers for an early recovery of the injured. I have directed our govt to  ensure fast and immediate relief for the affectees &amp; damage assessment.
552,"2. ایس پی انوسٹیگیشن قصور خود کو قانون کے حوالے کرچکے ہیں اور چارج شیٹ کے بعد انکے خلاف کارروائی جاری ہے۔ 
3. ڈی ایس پی اور ایس ایچ او کو معطل کیا جاچکا ہے۔ 
4. قصور پولیس کی از سرِنو صف بندی کی جارہی ہے۔
5. ایڈیشنل آئی جی کی سربراہی میں تحقیقات کیلئے احکامات دیے جاچکے ہیں۔"
553,"قصور واقعے پر سب کا محاسبہ ہوگا۔ جنہوں نے عوام کے مفادات کے تحفظ کیلئے کام نہیں کیا ان سے باز پرس کی جائے گی۔ پنجاب پولیس اور صوبائی حکومت کی جانب سے اب تک درج ذیل اقدامات اٹھائے جاچکے ہیں؛  

1. ڈی پی او قصور کو ہٹایا جارہا ہے۔"
554,"2) SP investigation Kasur surrendered, charge sheeted and being proceeded against. 

3) DSP and SHO suspended.

4) Major overhaul in Kasur local police on the cards. 

5) Formal probe ordered under Addl IG."
555,"On the Kasur incident: There will be accountability for all. Those who do not perform in the interest of the common man will be taken to task. Following actions have so far been taken by the Punjab police &amp; the provincial govt:

1) DPO Kasur being removed."
556,میں انسانی حقوق کونسل میں اقوام متحدہ سلامتی کونسل کی قراردادوں، بین الاقوامی قانون اور دوطرفہ معاہدوں کی روشنی میں تنازعہ کشمیر کے پرامن حل کے یورپی یونین کے مطالبے کا بھی خیر مقدم کرتا ہوں۔
557,10 ستمبر کو انسانی حقوق کونسل میں پاکستان کے ساتھ ملکر عالمی برادری کی جانب سے بھارت سے طاقت کا استعمال روکنے،کرفیو اٹھانے،بندشیں ہٹانے، کشمیریوں کے حقوق کی تکریم و تحفظ کرنے اور سلامتی کونسل کی قراردادوں کے ذریعے تنازعہ کشمیر کے حل جیسے مطالبات کرنے والے 58 ممالک قابل تحسین ہیں۔
558,"I welcome the EU’s call in the Human Rights Council for a peaceful solution of the Kashmir dispute in line with UNSC resolutions, int law and bilateral agreements."
559,"I commend the 58 countries that joined Pakistan in Human Rights Council on 10 Sept reinforcing demands of int community for India to stop use of force, lift siege, remove other restrictions, respect &amp; protect Kashmiris' rights &amp; resolve Kashmir dispute through UNSC resolutions."
560,غاصب بھارتی افواج کی جانب سے مقبوضہ جموں و کشمیر کے جاری محاصرے کے بارے میں دنیا کو پیغام بھجوانے اور اہل کشمیر کو یہ دکھانے کیلئے کہ پاکستان پوری ثابت قدمی سے ان کے ساتھ کھڑا ہے، میں 13 ستمبر بروز جمعۃ المبارک مظفر آباد میں بڑے عوامی اجتماع سے خطاب کروں گا۔
561,"I am going to do a big jalsa in Muzzafarabad on Friday 13 Sept, to send a message to the world about the continuing siege of IOJK by Indian Occupation forces; &amp; to show the Kashmiris that Pakistan stands resolutely with them."
562,عاشورہ کی وساطت سے اپنی قوم خصوصاً بہادر اہل کشمیر کو میرا پیغام ہے کہ معرکہ کربلا سے پھوٹنے والی روشنی سے ظلم و ناانصافی کے خلاف محاذ آرائی کی تڑپ دلوں میں زندہ رکھیں اور حق کیساتھ پورے حوصلے اورثابت قدمی سےڈٹ جائیں۔ شہدائے کربلا ہمیں نوید سنا گئے کہ ظلم کو بالآخر سرنگوں ہونا ہے
563,As Ashura comes to a close I urge Pakistanis &amp; especially the brave Kashmiris to keep the message of Karbala of fighting against tyranny &amp; injustice alive within them &amp; stay steadfast to truth &amp; courage.The struggle against tyranny will succeed as the martyrs of Karbala showed us
564,اقوام متحدہ کی انسانی حقوق کونسل سے میری درخواست ہے کہ کشمیر پر ہائی کمشنر برائے انسانی حقوق کی دورپورٹوں کی روشنی میں مقبوضہ جموں و کشمیر میں انسانی حقوق کی بڑے پیمانے پر پامالی کی تحقیق کیلئے فوری آزادانہ تحقیقاتی کمیشن قائم کیا جائے۔ عملی اقدامات اٹھانے کا یہی وقت ہے۔
565,غاصب بھارتی فوجیوں کے ہاتھوں محاصرے کی آڑ میں انسانی حقوق کی بڑے پیمانے پر پامالی سے دنیا کو اب مزید لاتعلق نہیں رہنا چاہئیے۔ میں جینیوا سے اقوام متحدہ کے ہائی کمشنر برائے انسانی حقوق کے آج کے بیان کا خصوصی خیرمقدم کرتا ہوں۔ https://t.co/uAJxQISxrC
566,میں اقوام عالم، عالمی رہنماؤں، یو این سیکرٹری جنرل اوراقوام متحدہ کے ہائی کمشنر برائے انسانی حقوق کی جانب سے اظہارِ تشویش اور بھارت سے کشمیر کے 6 ہفتوں سے جاری محاصرہ اٹھانے کے مطالبے کا خیر مقدم کرتا ہوں۔
567,I especially welcome the statement by the UNHCHR in Geneva today. I call upon the UN Human Rights Council to immediately set up the indep Investigation commission to probe human rights abuses in IOJK as recommended by the UNHCHR's two reports on Kashmir. The time to act is now. https://t.co/Xy8hfkDwe2
568,"I welcome the growing concern &amp; demands by the int community, global ldrs, UNSG &amp; UNHCHR, for India to lift its 6-week long siege of IOJK. The Int community must not remain indifferent to the massive human rights abuses by Occupation Indian forces under cover of a brutal siege"
569,پاکستان کے نوجوانوں کیلئے بہترین نصیحت:  تنقید یا ناکامی سے گھبرانے والے شخص نے زندگی میں کبھی کوئی معرکہ سر نہیں کیا۔ https://t.co/RR52nW8RgQ
570,The best advice for the youth of Pakistan: No one has ever achieved anything significant in life who fears failure or criticism. https://t.co/R5crGDbIwM
571,عبدالقادر کی گیندبازی سے متعلق اعداد وشمار انکی قابلیت کی کسی طور درست عکاسی نہیں کرتے۔ اگر عبدالقادر آج کے جدید DRS سسٹم، کہ جس کے تحت بلے باز کو اگلے قدم پر بھی آؤٹ قرار دیا جاسکتا ہے، کیساتھ میدان میں ہوتے تو وہ بھی عظیم شین وارن جتنی وکٹیں اپنے نام کرچکے ہوتے۔
572,عبدالقادر کی رحلت کی خبر گہرا صدمہ دے گئی۔ میری تمام ہمدردیاں اور دعائیں اہل خانہ کے ساتھ ہیں۔ عبدالقادر ایک ذہین شخصیت اور رہتی دنیا تک کے عظیم ترین لیگ سپنر تھے۔ اس کے ساتھ وہ ڈریسنگ روم کی جان بھی تھے جہاں اپنی ذہانت اور مزاح سے وہ ساتھی کھلاڑیوں کیلئے تفریح کا سامان کرتے۔
